Audit Entity ID,Control ID,Control Title,Control Description,KPA ID,KPA Description,Specific Risk ID,Specific Risk Description
AE-6,CTRL-0094,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that customer data is not protected in transit and at rest. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-130,Risk that customer data is not protected in transit and at rest
AE-6,CTRL-0095,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that transaction monitoring rules are not calibrated against typologies. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-107,Risk that transaction monitoring rules are not calibrated against typologies
AE-6,CTRL-0096,Program-level oversight of Training & Awareness,Governance control providing oversight of Training & Awareness. Mitigates the risk: Risk that annual AML training is not delivered to in-scope staff. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-020,Training & Awareness,SR-106,Risk that annual AML training is not delivered to in-scope staff
AE-6,CTRL-0097,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-6,CTRL-0098,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that periodic entity-level risk assessments are not completed. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-128,Risk that periodic entity-level risk assessments are not completed
AE-6,CTRL-0099,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-6,CTRL-0100,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-6,CTRL-0101,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that production changes are not approved before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-120,Risk that production changes are not approved before release
AE-6,CTRL-0102,Program-level oversight of AML Program Framework,Governance control providing oversight of AML Program Framework. Mitigates the risk: Risk that the AML program framework and policies are not maintained. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-016,AML Program Framework,SR-105,Risk that the AML program framework and policies are not maintained
AE-6,CTRL-0103,Program-level oversight of Issue Management,Governance control providing oversight of Issue Management. Mitigates the risk: Risk that periodic entity-level risk assessments are not completed. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-014,Issue Management,SR-128,Risk that periodic entity-level risk assessments are not completed
AE-7,CTRL-0104,Operating control over Payment Authorization,Control operated within Payment Authorization. Mitigates the risk: Risk that payment instructions are not authorized before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-004,Payment Authorization,SR-112,Risk that payment instructions are not authorized before release
AE-7,CTRL-0105,Operating control over Payment Authorization,Control operated within Payment Authorization. Mitigates the risk: Risk that daily payment reconciliations are not completed and reviewed. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-004,Payment Authorization,SR-113,Risk that daily payment reconciliations are not completed and reviewed
